STARTTIME;SOURCE;DEST;PROTO;PACKETS;BYTES;DURATION
2019-09-03T05:35:15;10.23.35.61:18338;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:35:24;10.23.35.133:59662;8.8.8.8:53;udp;1;69;00:00:00
2019-09-03T05:35:51;10.23.35.61:29570;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:36:10;10.23.35.133:53854;8.8.8.8:53;udp;1;62;00:00:00
2019-09-03T05:36:27;10.23.35.61:13579;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:37:03;10.23.35.61:53001;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:37:30;10.23.35.133:53759;8.8.8.8:53;udp;1;67;00:00:00
2019-09-03T05:37:38;10.23.35.61:12358;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:38:01;10.23.35.133:64635;8.8.8.8:53;udp;1;78;00:00:00
2019-09-03T05:38:14;10.23.35.61:14880;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:38:37;10.23.35.133:59333;8.8.8.8:53;udp;1;70;00:00:00
2019-09-03T05:38:38;10.23.35.133:53408;8.8.8.8:53;udp;1;70;00:00:00
2019-09-03T05:38:50;10.23.35.61:51325;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:39:26;10.23.35.61:45360;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:39:42;10.23.35.133:51418;8.8.8.8:53;udp;1;69;00:00:00
2019-09-03T05:39:42;10.23.35.133:49331;8.8.8.8:53;udp;1;64;00:00:00
2019-09-03T05:40:02;10.23.35.61:40516;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:40:38;10.23.35.61:12425;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:41:14;10.23.35.61:16127;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:41:35;10.23.35.133:55764;8.8.8.8:53;udp;1;78;00:00:00
2019-09-03T05:41:36;10.23.35.133:55588;8.8.8.8:53;udp;1;76;00:00:00
2019-09-03T05:41:36;10.23.35.133:57415;8.8.8.8:53;udp;1;67;00:00:00
2019-09-03T05:41:36;10.23.35.133:55917;8.8.8.8:53;udp;1;69;00:00:00
2019-09-03T05:41:36;10.23.35.133:61392;8.8.8.8:53;udp;1;83;00:00:00
2019-09-03T05:41:50;10.23.35.61:11133;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:42:26;10.23.35.61:4572;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:42:48;10.23.35.133:62026;8.8.8.8:53;udp;1;65;00:00:00
2019-09-03T05:43:02;10.23.35.61:25767;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:43:06;10.23.35.133:51014;8.8.8.8:53;udp;1;65;00:00:00
2019-09-03T05:43:08;10.23.35.133:62575;8.8.8.8:53;udp;1;60;00:00:00
2019-09-03T05:43:38;10.23.35.61:8075;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:44:14;10.23.35.61:7683;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:44:50;10.23.35.61:27327;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:44:57;10.23.35.133:59665;8.8.8.8:53;udp;1;65;00:00:00
2019-09-03T05:44:57;10.23.35.133:50350;8.8.8.8:53;udp;1;60;00:00:00
2019-09-03T05:45:06;10.23.35.60:21211;8.8.8.8:53;udp;1;85;00:00:00
2019-09-03T05:45:06;10.23.35.60:52819;8.8.8.8:53;udp;1;60;00:00:00
2019-09-03T05:45:06;10.23.35.60:29475;8.8.8.8:53;udp;1;60;00:00:00
2019-09-03T05:45:06;10.23.35.60:12789;8.8.8.8:53;udp;1;55;00:00:00
2019-09-03T05:45:06;10.23.35.60:50706;8.8.8.8:53;udp;1;70;00:00:00
2019-09-03T05:45:06;10.23.35.60:43231;8.8.8.8:53;udp;1;78;00:00:00
2019-09-03T05:45:06;10.23.35.60:12001;8.8.8.8:53;udp;1;59;00:00:00
2019-09-03T05:45:06;10.23.35.60:2037;8.8.8.8:53;udp;1;71;00:00:00
2019-09-03T05:45:06;10.23.35.60:2498;8.8.8.8:53;udp;1;62;00:00:00
2019-09-03T05:45:06;10.23.35.60:23978;8.8.8.8:53;udp;1;64;00:00:00
2019-09-03T05:45:26;10.23.35.61:45527;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:45:57;10.23.35.60:16492;8.8.8.8:53;udp;1;61;00:00:00
2019-09-03T05:46:02;10.23.35.61:16719;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:46:06;10.23.35.133:49170;8.8.8.8:53;udp;1;73;00:00:00
2019-09-03T05:46:09;10.23.35.60:49727;8.8.8.8:53;udp;1;85;00:00:00
2019-09-03T05:46:10;10.23.35.133:50098;8.8.8.8:53;udp;1;62;00:00:00
2019-09-03T05:46:13;10.23.35.133:64913;8.8.8.8:53;udp;1;62;00:00:00
2019-09-03T05:46:38;10.23.35.61:23422;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:47:14;10.23.35.61:12860;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:47:50;10.23.35.61:54174;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:48:26;10.23.35.61:54513;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:48:42;10.23.35.133:49445;8.8.8.8:53;udp;1;77;00:00:00
2019-09-03T05:48:50;10.23.35.60:20780;8.8.8.8:53;udp;1;85;00:00:00
2019-09-03T05:49:02;10.23.35.61:11848;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:49:38;10.23.35.61:60481;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:50:14;10.23.35.61:56098;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:50:50;10.23.35.61:20903;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:51:04;10.23.35.133:63654;8.8.8.8:53;udp;1;69;00:00:00
2019-09-03T05:51:26;10.23.35.61:23416;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:52:02;10.23.35.61:13051;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:52:38;10.23.35.61:61343;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:53:14;10.23.35.61:33700;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:53:33;10.23.35.133:55482;8.8.8.8:53;udp;1;64;00:00:00
2019-09-03T05:53:50;10.23.35.61:54845;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:54:26;10.23.35.61:17363;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:54:52;10.23.35.133:56664;8.8.8.8:53;udp;1;69;00:00:00
2019-09-03T05:55:02;10.23.35.61:27153;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:55:07;10.23.35.133:58927;8.8.8.8:53;udp;1;65;00:00:00
2019-09-03T05:55:38;10.23.35.61:39673;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:55:38;10.23.35.60:9283;8.8.8.8:53;udp;1;85;00:00:00
2019-09-03T05:56:14;10.23.35.61:19895;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:56:50;10.23.35.61:1272;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:57:26;10.23.35.61:34064;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:57:40;10.23.35.133:51158;8.8.8.8:53;udp;1;67;00:00:00
2019-09-03T05:57:48;10.23.35.133:64595;8.8.8.8:53;udp;1;65;00:00:00
2019-09-03T05:58:02;10.23.35.61:53871;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:58:06;10.23.35.133:51637;8.8.8.8:53;udp;1;65;00:00:00
2019-09-03T05:58:38;10.23.35.61:32059;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:59:14;10.23.35.61:2976;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:59:50;10.23.35.61:33222;8.8.8.8:53;udp;11;742;00:00:00
2019-09-03T05:00:54;8.8.8.8:53;10.41.255.25:55377;tcp;2;112;00:00:00
2019-09-03T05:00:38;8.8.8.8:853;10.41.165.1:27658;tcp;7;763;00:00:20
2019-09-03T05:02:01;8.8.8.8:53;10.41.85.54:48839;tcp;4;763;00:00:00
2019-09-03T05:02:01;8.8.8.8:53;10.41.85.54:51447;tcp;4;1302;00:00:00
2019-09-03T05:02:01;8.8.8.8:53;10.41.85.54:54086;tcp;4;1102;00:00:00
2019-09-03T05:02:02;8.8.8.8:53;10.41.85.54:56943;tcp;4;752;00:00:00
2019-09-03T05:02:03;8.8.8.8:53;10.41.85.54:11733;tcp;4;990;00:00:00
2019-09-03T05:02:03;8.8.8.8:53;10.41.85.54:3275;tcp;4;959;00:00:00
2019-09-03T05:02:03;8.8.8.8:53;10.41.85.54:63454;tcp;4;860;00:00:00
2019-09-03T05:02:03;8.8.8.8:53;10.41.85.54:19567;tcp;4;745;00:00:00
2019-09-03T05:02:03;8.8.8.8:53;10.41.85.54:3066;tcp;5;1528;00:00:00
2019-09-03T05:02:03;8.8.8.8:53;10.41.85.54:56420;tcp;4;846;00:00:00
2019-09-03T05:02:04;8.8.8.8:53;10.41.85.54:24061;tcp;4;789;00:00:00
2019-09-03T05:02:04;8.8.8.8:53;10.41.85.54:18668;tcp;4;799;00:00:00
2019-09-03T05:02:04;8.8.8.8:53;10.41.85.54:39678;tcp;4;860;00:00:00
2019-09-03T05:02:04;8.8.8.8:53;10.41.85.54:4570;tcp;4;769;00:00:00
2019-09-03T05:02:04;8.8.8.8:53;10.41.85.54:13796;tcp;4;737;00:00:00
2019-09-03T05:00:57;8.8.8.8:853;10.13.232.218:21451;tcp;13;1412;00:01:26
2019-09-03T05:02:23;8.8.8.8:853;10.13.232.218:21451;tcp;1;40;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.13.232.57:12903;udp;1;91;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.13.232.50:32043;udp;2;164;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.13.232.57:3736;udp;1;140;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.13.232.45:14987;udp;1;178;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.13.232.45:40755;udp;1;218;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.13.232.57:17111;udp;2;178;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.13.232.89:60897;udp;2;164;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.13.232.83:45633;udp;1;175;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.13.232.50:19791;udp;2;164;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.13.232.57:9724;udp;1;139;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.13.232.147:12630;udp;1;107;00:00:00
2019-09-03T05:04:26;8.8.8.8:853;10.41.165.1:18215;tcp;11;4140;00:00:20
2019-09-03T05:00:00;8.8.8.8:53;10.41.86.244:63128;udp;1;105;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10679;udp;1;74;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10601;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10569;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10527;udp;1;135;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10762;udp;1;73;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10790;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10869;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10889;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10999;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10751;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10848;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10706;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10489;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10981;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10997;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10911;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10918;udp;1;74;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10796;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10786;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10926;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10725;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10537;udp;1;108;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10627;udp;1;136;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10482;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10633;udp;1;140;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10950;udp;1;129;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10413;udp;1;69;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.86.203:55208;udp;2;252;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10631;udp;1;137;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10766;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10614;udp;1;133;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10652;udp;1;151;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10448;udp;1;124;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10586;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10846;udp;1;151;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10467;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10457;udp;1;73;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10459;udp;1;152;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10536;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10780;udp;1;120;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10466;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10519;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10700;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10785;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10742;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10861;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10894;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10501;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10573;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10724;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10561;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10919;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10998;udp;1;130;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10864;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10923;udp;1;149;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10513;udp;1;160;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10797;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10703;udp;1;73;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10859;udp;1;140;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10851;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10207;udp;1;119;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10206;udp;1;115;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10581;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.86.66:65113;udp;1;104;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.255.25:24279;udp;2;164;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10980;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10961;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10909;udp;1;69;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10979;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10711;udp;1;73;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10731;udp;1;151;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.255.24:48108;udp;1;95;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10922;udp;1;113;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10782;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10619;udp;1;73;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10692;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10795;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10606;udp;1;148;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10622;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10512;udp;1;71;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10563;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10739;udp;1;107;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10623;udp;1;72;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10587;udp;1;70;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10541;udp;1;115;00:00:00
2019-09-03T05:00:00;8.8.8.8:53;10.41.93.66:10589;udp;1;101;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10588;udp;1;73;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.255.25:2472;udp;1;120;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.255.25:40610;udp;1;120;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10773;udp;1;107;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.255.25:13550;udp;1;181;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10691;udp;1;107;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10547;udp;1;107;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10531;udp;1;104;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10661;udp;1;72;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10920;udp;1;114;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10594;udp;1;151;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10511;udp;1;72;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10758;udp;1;152;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10530;udp;1;140;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10665;udp;1;73;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.93.66:10957;udp;1;152;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.11:24638;udp;1;145;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.11:11819;udp;1;131;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.85.114:24732;udp;1;89;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.255.2:21003;udp;1;144;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.255.2:53899;udp;1;210;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.86.66:49587;udp;1;92;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.86.66:64830;udp;1;107;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.46:30962;udp;1;144;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.11:21569;udp;1;553;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.11:33972;udp;1;126;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.11:45379;udp;1;126;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.255.25:30387;udp;1;105;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.86.203:55212;udp;2;252;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.66.13:51897;udp;1;77;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.86.203:55213;udp;2;252;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.86.66:49206;udp;1;170;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.41.86.66:50257;udp;1;135;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.41.86.66:49969;udp;1;123;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.41.86.66:64695;udp;1;229;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.41.86.66:49966;udp;1;189;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.41.86.66:64960;udp;1;104;00:00:00
2019-09-03T05:00:02;8.8.8.8:53;10.41.255.25:17957;udp;1;89;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.41.255.4:12580;udp;2;164;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.41.66.46:63857;udp;1;126;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.41.255.25:32244;udp;1;76;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.41.255.25:14357;udp;1;76;00:00:00
2019-09-03T05:00:03;8.8.8.8:53;10.41.255.25:56896;udp;1;88;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.25:55470;udp;2;164;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.66.46:55675;udp;1;169;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.85.165:64621;udp;1;311;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.25:15056;udp;2;164;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.66.46:16201;udp;1;70;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.86.203:55218;udp;2;260;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.86.203:55219;udp;2;260;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.25:7256;udp;1;105;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.25:9247;udp;1;76;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.25:55020;udp;1;106;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.25:17578;udp;2;164;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.84.242:56904;udp;1;188;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.87:33649;udp;1;80;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.1:36738;udp;1;76;00:00:00
2019-09-03T05:00:04;8.8.8.8:53;10.41.255.1:24914;udp;1;88;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.41.85.54:29470;udp;2;164;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.41.66.46:52287;udp;1;151;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.41.86.66:49436;udp;1;188;00:00:00
2019-09-03T05:00:05;8.8.8.8:53;10.41.255.87:5389;udp;1;150;00:00:00
2019-09-03T05:00:06;8.8.8.8:53;10.41.66.11:1397;udp;1;553;00:00:00
2019-09-03T05:00:06;8.8.8.8:53;10.41.66.11:20942;udp;1;222;00:00:00
2019-09-03T05:00:07;8.8.8.8:53;10.41.255.4:20031;udp;1;91;00:00:00
2019-09-03T05:00:07;8.8.8.8:53;10.41.86.66:49900;udp;1;136;00:00:00
2019-09-03T05:00:07;8.8.8.8:53;10.41.66.46:3020;udp;1;70;00:00:00
2019-09-03T05:00:07;8.8.8.8:53;10.41.255.25:46832;udp;2;164;00:00:00
2019-09-03T05:00:07;8.8.8.8:53;10.41.99.5:5163;udp;1;80;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.255.25:3310;udp;2;164;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.255.25:56280;udp;2;164;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.66.46:30986;udp;1;70;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.85.165:63538;udp;1;89;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.255.17:39602;udp;2;174;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.66.46:13473;udp;1;151;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.66.46:14443;udp;1;152;00:00:00
2019-09-03T05:00:08;8.8.8.8:53;10.41.86.203:55226;udp;2;252;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.99.4:23407;udp;1;76;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.85.88:27301;udp;1;213;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.66.46:48968;udp;1;110;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.86.203:55227;udp;2;260;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.66.46:41253;udp;1;124;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.86.203:55228;udp;2;260;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.66.22:44533;udp;1;197;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.66.22:24669;udp;1;197;00:00:00
2019-09-03T05:00:09;8.8.8.8:53;10.41.85.165:64713;udp;1;236;00:00:00
2019-09-03T05:00:10;8.8.8.8:53;10.41.85.183:64671;udp;1;88;00:00:00
2019-09-03T05:00:10;8.8.8.8:53;10.41.86.66:65342;udp;1;89;00:00:00
2019-09-03T05:00:10;8.8.8.8:53;10.41.86.66:65115;udp;1;115;00:00:00
2019-09-03T05:00:01;8.8.8.8:53;10.41.86.66:64719;udp;2;259;00:00:08
2019-09-03T05:00:10;8.8.8.8:53;10.41.255.25:52660;udp;1;120;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.93.66:10802;udp;1;181;00:00:00
2019-09-03T05:00:11;8.8.8.8:53;10.41.96.1:56094;udp;1;200;00:00:00
