STARTTIME;SOURCE;DEST;PROTO;PACKETS;BYTES;DURATION
2019-09-03T05:01:03;8.8.8.8:53;10.13.232.57:45842;udp;1;76;00:00:00
2019-09-03T05:01:03;8.8.8.8:53;10.13.232.45:28334;udp;1;130;00:00:00
2019-09-03T05:01:03;8.8.8.8:53;10.13.232.89:29981;udp;1;235;00:00:00
2019-09-03T05:01:04;8.8.8.8:53;10.13.232.50:34343;udp;2;298;00:00:00
2019-09-03T05:01:04;8.8.8.8:53;10.13.232.50:44090;udp;2;164;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.86.66:52789;udp;1;1072;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.85.183:41687;udp;1;130;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.66.11:48183;udp;1;553;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.66.11:36733;udp;1;123;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.66.11:32148;udp;1;101;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.85.114:41653;udp;1;263;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.85.114:55521;udp;1;239;00:00:00
2019-09-03T05:00:42;8.8.8.8:53;10.41.86.66:49879;udp;1;147;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.85.165:64724;udp;1;201;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.255.25:36878;udp;1;76;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.86.66:50308;udp;1;210;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.255.25:34300;udp;1;88;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.86.66:49164;udp;1;119;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.255.25:37425;udp;2;164;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.86.66:65387;udp;1;148;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.86.244:63148;udp;1;98;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.86.244:63149;udp;1;172;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.66.11:44544;udp;2;356;00:00:00
2019-09-03T05:00:43;8.8.8.8:53;10.41.255.25:30119;udp;1;105;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.255.5:24052;udp;1;158;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.255.25:2322;udp;2;164;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.66.11:30076;udp;1;553;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.66.11:26881;udp;1;179;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.255.87:36108;udp;1;215;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.66.11:1256;udp;1;150;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.66.11:45483;udp;1;78;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.86.66:64709;udp;1;106;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.86.66:53644;udp;1;106;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.86.66:64922;udp;1;118;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.86.66:27781;udp;1;118;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.255.87:10681;udp;1;168;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.96.120:20025;udp;1;140;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.84.98:50794;udp;1;180;00:00:00
2019-09-03T05:00:44;8.8.8.8:53;10.41.86.244:63152;udp;1;110;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.244:63153;udp;1;134;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.203:55334;udp;2;260;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.203:55335;udp;2;260;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.84.242:52232;udp;1;113;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:64337;udp;1;155;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:54369;udp;1;1069;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:52864;udp;1;1068;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:53253;udp;1;1071;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:54064;udp;1;198;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:65007;udp;1;244;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:53842;udp;1;244;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:54850;udp;1;197;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:64710;udp;1;197;00:00:00
2019-09-03T05:00:45;8.8.8.8:53;10.41.86.66:59592;udp;1;221;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.86.196:58064;udp;1;126;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.84.98:50378;udp;1;199;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.86.196:56505;udp;2;382;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.255.87:16758;udp;1;80;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.96.1:34180;udp;2;164;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.255.25:18249;udp;1;146;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.255.25:51564;udp;1;160;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.66.46:54987;udp;1;129;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.96.76:21192;udp;1;105;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.86.66:65166;udp;1;155;00:00:00
2019-09-03T05:00:46;8.8.8.8:53;10.41.86.203:55355;udp;2;262;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.86.244:63155;udp;1;171;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.86.244:63156;udp;1;139;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.255.25:33480;udp;1;89;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.86.244:63157;udp;1;171;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.255.25:32932;udp;1;155;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.255.25:13484;udp;1;122;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.255.25:59271;udp;1;106;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.255.25:21876;udp;1;174;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.86.66:17162;udp;1;112;00:00:00
2019-09-03T05:00:47;8.8.8.8:53;10.41.86.66:50237;udp;1;136;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.41.255.14:47053;udp;1;208;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.41.255.25:13500;udp;1;151;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.41.255.25:6254;udp;1;118;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.41.66.46:32248;udp;1;70;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.41.66.11:11174;udp;1;553;00:00:00
2019-09-03T05:00:48;8.8.8.8:53;10.41.66.11:26616;udp;1;80;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.255.25:40701;udp;1;154;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.255.25:4087;udp;1;158;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.85.166:51919;udp;1;92;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.85.165:62978;udp;1;103;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.255.87:35414;udp;1;164;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.86.244:63158;udp;1;98;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.86.244:63159;udp;1;250;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.86.244:63160;udp;1;126;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.66.46:20846;udp;1;132;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.86.66:50283;udp;1;134;00:00:00
2019-09-03T05:00:49;8.8.8.8:53;10.41.255.5:46233;udp;1;186;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.255.25:18277;udp;1;186;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.255.25:2299;udp;1;166;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.86.203:55361;udp;2;260;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.86.203:55362;udp;2;260;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.255.25:52841;udp;1;76;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.255.25:4248;udp;1;88;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.86.244:63161;udp;1;348;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.85.183:57035;udp;1;90;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.66.22:31816;udp;1;98;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.66.22:10870;udp;1;98;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.96.76:61432;udp;2;164;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.255.25:36694;udp;1;120;00:00:00
2019-09-03T05:00:50;8.8.8.8:53;10.41.255.25:29177;udp;1;181;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.41.85.165:63089;udp;1;102;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.41.85.165:64448;udp;1;116;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.41.255.25:55465;udp;2;164;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.41.85.183:33647;udp;1;258;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.41.86.66:49235;udp;1;224;00:00:00
2019-09-03T05:00:51;8.8.8.8:53;10.41.85.165:63487;udp;1;101;00:00:00
2019-09-03T05:00:52;8.8.8.8:53;10.41.66.46:61157;udp;1;138;00:00:00
2019-09-03T05:00:52;8.8.8.8:53;10.41.86.203:55365;udp;2;260;00:00:00
2019-09-03T05:00:52;8.8.8.8:53;10.41.85.54:3649;udp;2;164;00:00:00
2019-09-03T05:00:52;8.8.8.8:53;10.41.85.88:34570;udp;1;264;00:00:00
2019-09-03T05:00:52;8.8.8.8:53;10.41.66.46:52536;udp;1;70;00:00:00
2019-09-03T05:00:52;8.8.8.8:53;10.41.86.66:50066;udp;1;88;00:00:00
2019-09-03T05:00:53;8.8.8.8:53;10.41.86.66:50433;udp;1;92;00:00:00
